Date,Session,Total,Mean,Std,Num_Points,People
2024-05-25,4.0,727.0,42.76470588235294,26.133143256611675,17.0,1
2024-05-25,5.0,4684.0,260.22222222222223,89.45163369800369,18.0,4
2024-05-25,6.0,5889.0,368.0625,56.550235779054596,16.0,4
2024-05-26,1.0,2485.0,85.6896551724138,42.62301813429978,29.0,1
2024-05-26,2.0,1400.0,200.0,108.97706180660222,7.0,3
2024-05-26,3.0,3614.0,124.62068965517241,101.0365612019104,29.0,2
2024-05-26,4.0,7759.0,172.42222222222222,124.74510172363645,46.0,3
2024-05-26,5.0,396.0,56.57142857142857,30.170941554510925,7.0,1
2024-05-26,6.0,1591.0,265.1666666666667,172.44525701412223,6.0,4
2024-05-26,7.0,11501.0,302.6578947368421,76.23905373472967,38.0,4
2024-05-27,1.0,609.0,60.9,70.59186292421465,10.0,1
2024-05-27,2.0,1803.0,200.33333333333334,129.41792766073794,9.0,3
2024-05-27,3.0,9848.0,205.16666666666666,123.67877633738158,48.0,3
2024-05-27,4.0,2919.0,171.7058823529412,66.00261804076634,18.0,3
2024-05-27,5.0,14650.0,209.28571428571428,77.00708472152735,70.0,3
2024-05-28,1.0,6471.0,179.75,61.8003120657863,36.0,3
2024-05-28,2.0,1632.0,116.57142857142857,115.8285963666302,14.0,1
2024-05-28,3.0,1059.0,75.64285714285714,56.80954299960681,14.0,1
2024-05-28,4.0,1955.0,122.1875,96.75068905870042,16.0,2
2024-05-28,5.0,2080.0,148.57142857142858,62.92084683976342,15.0,2
2024-05-28,6.0,2379.0,237.9,91.29007491385785,10.0,4
2024-05-28,7.0,10136.0,349.51724137931035,147.93836088280028,29.0,4
2024-05-29,1.0,731.0,66.45454545454545,54.17077373706903,11.0,1
2024-05-29,2.0,2206.0,137.875,79.13606426065594,16.0,2
2024-05-29,3.0,2690.0,134.5,110.73082583216691,20.0,2
2024-05-29,4.0,6100.0,210.3448275862069,131.6937127965788,30.0,3
2024-05-29,5.0,6936.0,408.0,70.10082025197708,17.0,4
2024-05-29,6.0,1644.0,149.45454545454547,105.92484471205387,11.0,2
2024-05-29,7.0,2920.0,243.33333333333334,95.96242951690978,12.0,4
2024-05-29,8.0,930.0,132.85714285714286,31.445341845963828,7.0,2
2024-05-30,1.0,1103.0,157.57142857142858,129.8137860460862,7.0,2
2024-05-30,2.0,3060.0,204.0,106.8657368583856,15.0,3
2024-05-30,3.0,9029.0,177.0392156862745,78.665357250651,52.0,3
2024-05-30,4.0,2256.0,94.0,53.75386740383956,24.0,1
2024-05-30,5.0,4988.0,191.84615384615384,89.2787510251761,26.0,3
2024-05-30,6.0,595.0,54.09090909090909,46.59496656389946,11.0,1
2024-05-31,1.0,376.0,62.666666666666664,49.954646096901406,6.0,1
2024-05-31,2.0,17845.0,155.17391304347825,94.45617761131211,116.0,2
